item_no,category_name,item_description,vendor,vendor_name,bottle_size,pack,inner_pack,proof,list_date,bottle_price,shelf_price,case_cost
904436,IMPORTED ALE,Hitachino Xh Shochu Cask,38,B. United International,331,24,1,15,2008-12-08T00:00:00Z,2.72,3.4,65.35
904437,IMPORTED ALE,Wintercoat Yule Ale,38,B. United International,750,6,1,15,2008-12-08T00:00:00Z,10.31,12.89,61.85
904438,IMPORTED ALE,Wostyntje,38,B. United International,331,24,1,15,2008-12-08T00:00:00Z,2.62,3.28,62.9
904439,IMPORTED ALE,Fin Du Monde Gift Pack 2b+2g,455,Unibrew Usa Inc.,750,4,1,18,2008-01-02T00:00:00Z,12.4,15.5,49.59
904440,IMPORTED ALE,Unibroue Taster Pack Hi,455,Unibrew Usa Inc.,355,6,1,18,2009-01-02T00:00:00Z,5.89,7.36,35.32
904441,IMPORTED ALE,Maredsous Triple 5gal Keg,151,Duvel Moortgat Usa,18934,1,1,15,2009-01-29T00:00:00Z,94.95,118.69,94.95
904442,IMPORTED ALE,Spaten Mia Bock Keg,450,Spaten North America Inc.,30000,1,1,13,2009-01-13T00:00:00Z,135,168.75,135
904714,TEQUILA,El Jimador Reposado Tequila,85,Brown-forman Corporation,375,24,1,80,2009-04-22T00:00:00Z,5.86,8.79,140.67
18351,STRAIGHT BOURBON WHISKIES,Four Roses Yellow Label,184,Four Roses Distillery,1750,6,1,80,2014-12-01T00:00:00Z,21.95,32.93,131.7
904443,IMPORTED ALE,Chocolate Indulgence Keg,151,Duvel Moortgat Usa,5159,1,1,15,2009-02-17T00:00:00Z,94.95,118.69,94.95
904444,FLAVORED VODKA,Paramount Lime Vodka(dno),350,Luxco-cleveland,750,12,1,65,2009-07-02T00:00:00Z,4.83,7.25,58
904445,PUERTO RICO & VIRGIN ISLANDS RUM,Five O'clock Rum,297,Laird And Company,1750,6,1,80,2009-07-10T00:00:00Z,7.53,11.3,45.17
904446,BLACKBERRY BRANDIES,Hiram Walker Blackberry Brandy,370,Pernod Ricard Usa/austin Nichols,750,12,1,70,2009-07-10T00:00:00Z,4.38,6.57,52.59
904447,HIGH PROOF BEER,Sierra Nevada Harvest Southern Hemisphere,440,Sierra Nevada Brewing Company,710,12,1,14,2008-09-09T00:00:00Z,2.4,3,28.8
904448,FLAVORED VODKA,Mccormick Raspberry Vodka Handle,300,Mccormick Distilling Company,1750,6,1,70,2009-05-14T00:00:00Z,7.46,11.19,44.77
904449,AMERICAN COCKTAILS,Bacardi Rum Runner,35,Bacardi U.s.a. Inc.,1750,6,1,25,2009-07-07T00:00:00Z,6.98,10.47,41.88
904450,HIGH PROOF BEER,Sierra Nevada Torpedo Extra Ipa,440,Sierra Nevada Brewing Company,355,24,1,15,2008-01-06T00:00:00Z,0.88,1.1,21.2
904451,IMPORTED ALE,Weihenstephan Vitus 30l Keg,477,Total Beverage Solutions,29582,1,1,15,2009-02-20T00:00:00Z,93.5,116.88,93.5
904452,IMPORTED ALE,Karmeliet Tripel Magnum,28,Artisanal Imports,1500,3,1,15,2009-02-27T00:00:00Z,20.73,25.91,62.19
18352,STRAIGHT BOURBON WHISKIES,Four Roses Yellow Label,184,Four Roses Distillery,750,12,1,80,2014-12-01T00:00:00Z,10.81,16.22,129.7
904453,IMPORTED ALE,Aventinus 20l Keg,38,B. United International,20000,1,1,15,2009-02-25T00:00:00Z,100,125,100
904454,IMPORTED ALE,Kasteel Rouge,494,Wetten Importers Inc.,750,12,1,15,2009-02-25T00:00:00Z,4.17,5.21,50
904455,IMPORTED ALE,Brigand 4pak,494,Wetten Importers Inc.,331,24,1,15,2009-02-24T00:00:00Z,2.04,2.55,49
904456,IMPORTED VODKA,Svedka Vodka,115,Constellation Wine Company Inc.,100,48,1,80,2014-04-24T00:00:00Z,1.33,2,63.68
904457,IMPORTED ALE,Eggenberger Dopplebock Dunkel,494,Wetten Importers Inc.,331,24,1,15,2009-02-27T00:00:00Z,2.21,2.76,53
904458,IMPORTED ALE,Shipyard Pugsley Imperial Porter,477,Total Beverage Solutions,650,12,1,14,2009-02-20T00:00:00Z,5.17,6.46,62
904459,IMPORTED ALE,Petrus Winter Gift,499,Win It Too Inc/global Beer Network,750,6,1,15,2008-12-02T00:00:00Z,8.93,11.17,53.6
904460,IMPORTED ALE,Petrus Winter Ale,499,Win It Too Inc/global Beer Network,750,12,1,15,2008-12-02T00:00:00Z,4.69,5.86,56.3
904461,IMPORTED ALE,Shipyard Pugsley Barley Wine,477,Total Beverage Solutions,650,12,1,17,2009-02-20T00:00:00Z,5.17,6.46,62
904462,IMPORTED ALE,Birrificio Troll Geisha,38,B. United International,375,12,1,15,2009-02-27T00:00:00Z,9.68,12.09,116.1
1836,DECANTERS & SPECIALTY PACKAGES,Bacardi Razz Glass Pack,35,Bacardi U.s.a. Inc.,750,6,1,70,2003-08-01T00:00:00Z,7.53,11.3,45.2
904463,IMPORTED ALE,St Feuillien Giftpack 3/11.2,28,Artisanal Imports,331,6,1,15,2009-02-27T00:00:00Z,13.33,16.67,80
904464,IMPORTED ALE,Birra Del Borgo Re Ale Extra,38,B. United International,375,12,1,15,2009-02-27T00:00:00Z,4.86,6.07,58.3
904465,IMPORTED ALE,Birrificio Del Ducato Verdi Imp Stout,38,B. United International,331,16,1,15,2009-02-27T00:00:00Z,5.06,6.32,80.9
904466,IMPORTED ALE,Goose Island Imperial Ipa Keg(use 92 Code),222,Goose Island Beer Co,19565,1,1,18,2009-03-06T00:00:00Z,183.2,274.8,183.2
904467,IMPORTED ALE,Abbaye St Bon Chien 2007,38,B. United International,750,6,1,15,2009-02-27T00:00:00Z,12.98,16.23,77.9
904468,TENNESSEE WHISKIES,George Dickel #8,260,Diageo Americas,750,12,1,80,2009-07-17T00:00:00Z,9.99,14.99,119.84
904469,OTHER PROOF VODKA,Uv 103,380,Phillips Beverage Company,750,12,1,103,2009-07-17T00:00:00Z,6.9,10.35,82.8
904470,PUERTO RICO & VIRGIN ISLANDS RUM,Brugal Gold Rum - DNO,305,Mhw Ltd,750,12,1,80,2009-07-17T00:00:00Z,6.99,10.49,83.9
904471,80 PROOF VODKA,Mccormick Vodka Mini,300,Mccormick Distilling Company,502,60,1,80,2009-06-10T00:00:00Z,0.35,0.53,21
904472,SINGLE MALT SCOTCH,The Dalmore Gran Reserva DNO,503,Whyte And Machay(americas) Limitedl,750,6,1,80,2009-07-23T00:00:00Z,36.98,55.47,221.86
18362,SINGLE BARREL BOURBON WHISKIES,Four Roses SB Limited Edition 2013,184,Four Roses Distillery,750,6,1,111,2012-06-07T00:00:00Z,43.19,64.79,259.14
904473,IMPORTED ALE,Old Danish Braggot Beer,38,B. United International,750,12,1,15,2009-06-09T00:00:00Z,8.18,10.23,98.2
904474,FLAVORED VODKA,Firefly Mint Tea Vodka,421,Sazerac Co. Inc.,750,12,1,70,2009-07-23T00:00:00Z,9.93,14.9,119.2
904475,MISC. IMPORTED CORDIALS & LIQUEURS,Alize De France DNO,295,Kobrand Corporation,750,12,1,32,2009-07-27T00:00:00Z,12.13,18.2,145.5
904476,CANADIAN WHISKIES,8 Seconds Canadian Whiskey,198,Frank-lin Distillers Products Ltd.,750,6,1,80,2009-07-28T00:00:00Z,16.17,24.26,97
904477,FLAVORED RUM,Malibu Rum Pet(do Not Use),370,Pernod Ricard Usa/austin Nichols,375,24,1,42,2009-07-29T00:00:00Z,3.26,4.89,78.19
904478,SCOTCH WHISKIES,Bruichladdich Waves(dno),501,Winebow Inc.,750,6,1,92,2009-04-29T00:00:00Z,30.78,46.18,184.7
904479,AMERICAN COCKTAILS,Tgif Orange Dream,260,Diageo Americas,1750,6,1,25,2009-07-27T00:00:00Z,7.94,11.91,47.64
904480,PUERTO RICO & VIRGIN ISLANDS RUM,Cruzan Black Strap Rum,65,Jim Beam Brands,750,12,1,80,2009-07-02T00:00:00Z,8.39,12.59,100.72
904481,TEQUILA,Don Julio Reposado Mini,260,Diageo Americas,502,60,1,80,2009-04-22T00:00:00Z,2,3,119.87
904482,TEQUILA,Sauza Hornitos Reposado,65,Jim Beam Brands,200,24,1,80,2009-07-10T00:00:00Z,4.76,7.14,114.24
1837,DECANTERS & SPECIALTY PACKAGES,Bacardi Vanilla Glass Pack,35,Bacardi U.s.a. Inc.,750,6,1,70,2003-08-01T00:00:00Z,7.53,11.3,45.2
904483,AMERICAN COCKTAILS,Tgif Strawberry Shortcake,260,Diageo Americas,1750,6,1,25,2009-07-30T00:00:00Z,7.94,11.91,47.64
904484,TEQUILA,El Jimador Blanco Tequila,85,Brown-forman Corporation,375,24,1,80,2009-04-22T00:00:00Z,5.86,8.79,140.67
904485,WATERMELON SCHNAPPS,99 Bananas,55,Sazerac North America,375,24,1,99,2009-07-29T00:00:00Z,4.52,6.78,108.38
904486,SINGLE MALT SCOTCH,The Dalmore 1263 King Alexander,503,Whyte And Machay(americas) Limitedl,750,6,1,80,2009-07-23T00:00:00Z,113.94,170.91,683.63
904487,MISCELLANEOUS SCHNAPPS,99 Oranges,55,Sazerac North America,375,24,1,99,2009-07-28T00:00:00Z,4.52,6.78,108.38
904488,STRAIGHT BOURBON WHISKIES,Four Roses Yellow,184,Four Roses Distillery,750,12,1,80,2009-07-31T00:00:00Z,10.81,16.22,129.7
904489,FLAVORED RUM,Captain Morgan Tattoo,260,Diageo Americas,1750,6,1,70,2009-08-10T00:00:00Z,16.42,24.63,98.53
904490,IMPORTED VODKA,Stolichnaya Peachik Vodka,277,Stoli Group,750,12,1,75,2009-08-06T00:00:00Z,12.8,19.19,153.54
904491,FLAVORED VODKA,Uv Grape Vodka,380,Phillips Beverage Company,200,24,1,60,2009-07-28T00:00:00Z,1.51,2.27,36.3
904492,TEQUILA,Cazadores Reposado,35,Bacardi U.s.a. Inc.,375,24,1,80,2009-08-10T00:00:00Z,12.3,18.45,295.29
1838,DECANTERS & SPECIALTY PACKAGES,Malibu w/Dole Pineapple Juice,370,Pernod Ricard Usa/austin Nichols,1750,3,1,42,2014-08-01T00:00:00Z,16.49,24.74,49.47
904493,AMERICAN AMARETTO,Amaretto Di Amore Minis,55,Sazerac North America,502,10,1,42,2009-08-11T00:00:00Z,4.97,7.46,49.66
904494,FLAVORED RUM,Captain Morgan Spiced 100proof Minis,260,Diageo Americas,502,12,1,100,2009-08-11T00:00:00Z,8,12,96.01
904495,IMPORTED VODKA,Stolichnaya Cranberi Vodka DNO,277,Stoli Group,750,12,1,70,2009-08-06T00:00:00Z,12.8,19.19,153.54
904496,SINGLE MALT SCOTCH,Duncan Taylor 1982 Bowmore 25 Yr,391,Anchor Distilling (preiss Imports),750,1,1,108,2009-03-23T00:00:00Z,105,157.5,105
904497,SINGLE MALT SCOTCH,Duncan Taylor 1968 Caperdonich 38yr,391,Anchor Distilling (preiss Imports),750,1,1,103,2009-03-23T00:00:00Z,110,165,110
904498,FLAVORED VODKA,Three Olives Bubble Vodka,395,Proximo,750,12,1,70,2009-08-13T00:00:00Z,11.14,16.71,133.62
904499,PEACH SCHNAPPS,Dekuyper Peachtree Schnapps Minis,65,Jim Beam Brands,502,12,1,30,2009-08-14T00:00:00Z,5.23,7.85,62.72
904500,HIGH PROOF BEER,Boulevard Double-Wide India Pale Ale,84,Boulevard Brewing Company,750,12,1,17,2008-08-01T00:00:00Z,4.8,6,57.6
904501,HIGH PROOF BEER,Boulevard Long Strange Tripel,84,Boulevard Brewing Company,750,12,1,17,2008-08-01T00:00:00Z,4.8,6,57.6
904502,HIGH PROOF BEER,Boulevard Saison,84,Boulevard Brewing Company,750,12,1,12,2008-08-01T00:00:00Z,4.8,6,57.6
18406,STRAIGHT BOURBON WHISKIES,G&w Private Stock 4 Yr Str Bourbon,297,Laird And Company,750,12,1,80,1974-05-01T00:00:00Z,4,6,48.03
904503,HIGH PROOF BEER,Boulevard The Sixth Glass Quadrupel,84,Boulevard Brewing Company,750,12,1,12,2008-08-01T00:00:00Z,4.8,6,57.6
904504,HIGH PROOF BEER,Boulevard Imperial Stout,84,Boulevard Brewing Company,750,12,1,22,2009-01-01T00:00:00Z,7.33,9.17,88
904505,FLAVORED VODKA,Skyy Berry Vodka(dno),461,Campari(skyy),750,12,1,70,2009-04-24T00:00:00Z,10.01,15.02,120.1
904506,CANADIAN WHISKIES,Paramount Canadian Whiskey,350,Luxco-cleveland,750,12,1,80,2009-04-30T00:00:00Z,4.23,6.35,50.8
904507,FLAVORED RUM,Rondiaz Pineapple Rum,380,Phillips Beverage Company,750,12,1,42,2009-09-24T00:00:00Z,5.66,8.49,67.9
904508,AMERICAN COCKTAILS,Chi Chi's Cosmoplitan,55,Sazerac North America,1750,6,1,25,2009-07-02T00:00:00Z,6.49,9.74,38.96
904509,SINGLE MALT SCOTCH,Glenfiddich 30 Yr Scotch DNO,240,William Grant And Sons Inc.,750,3,1,86,2009-06-05T00:00:00Z,141.67,215.51,425
904510,STRAIGHT BOURBON WHISKIES,Four Roses Small Batch,184,Four Roses Distillery,750,6,1,90,2009-07-31T00:00:00Z,18.12,27.18,108.7
904511,FLAVORED RUM,Sailor Jerry Spiced Rum Minis,240,William Grant And Sons Inc.,502,120,1,92,2009-08-06T00:00:00Z,0.79,1.19,94.5
904512,FLAVORED RUM,Bacardi Grand Melon Rum,35,Bacardi U.s.a. Inc.,1000,12,1,70,2009-08-19T00:00:00Z,10.24,15.36,122.82
18407,STRAIGHT BOURBON WHISKIES,G & W Bourbon,297,Laird And Company,1000,12,1,80,1988-08-01T00:00:00Z,4.94,7.41,59.22
904513,IMPORTED VODKA,Vampyre Red Vodka,468,Ti Beverage Group Ltd,750,12,1,80,2009-08-19T00:00:00Z,12.83,19.25,154
904514,IMPORTED VODKA,Russian Standard Imperia Vodka,239,Russian Standard Vodka Usa,750,6,1,80,2009-08-20T00:00:00Z,20,30,119.97
904515,FLAVORED RUM,Cruzan Banana,65,Jim Beam Brands,200,48,1,55,2009-07-29T00:00:00Z,2.28,3.42,109.45
904516,WATERMELON SCHNAPPS,Dekuyper Watermelon Squeeze,65,Jim Beam Brands,750,12,1,30,2009-04-27T00:00:00Z,6.3,9.45,75.6
904517,MISC. IMPORTED CORDIALS & LIQUEURS,Ypioca Cachaca Crystal,391,Anchor Distilling (preiss Imports),1000,12,1,78,2009-04-14T00:00:00Z,10.58,15.87,127
904518,FLAVORED RUM,Cruzan Banana,65,Jim Beam Brands,200,24,1,55,2009-07-29T00:00:00Z,4.23,6.35,101.63
904519,TEQUILA,Cabrito Reposado,256,Haas Brothers,1000,12,1,80,2009-05-14T00:00:00Z,16.93,25.4,203.2
904520,FLAVORED RUM,Cruzan Blackcherry,65,Jim Beam Brands,200,48,1,55,2009-07-29T00:00:00Z,2.28,3.42,109.45
904521,FLAVORED RUM,Cruzan Raspberry Rum Mini,65,Jim Beam Brands,502,12,1,55,2009-06-09T00:00:00Z,5.23,7.85,62.72
904522,SINGLE MALT SCOTCH,Dalmore 15yr Single Malt,503,Whyte And Machay(americas) Limitedl,750,6,1,80,2009-03-30T00:00:00Z,45.47,68.21,272.83
18408,STRAIGHT BOURBON WHISKIES,G & W Bourbon,297,Laird And Company,1750,6,1,80,1977-08-01T00:00:00Z,9.23,13.85,55.38
904523,FLAVORED RUM,Cruzan Blackcherry,65,Jim Beam Brands,375,24,1,55,2009-07-29T00:00:00Z,4.23,6.35,101.63
904524,FLAVORED RUM,Whaler's Spiced Rum,259,Heaven Hill Distilleries Inc.,750,12,1,70,2009-06-02T00:00:00Z,7.42,11.13,89
904525,FLAVORED RUM,Cruzan Mango,65,Jim Beam Brands,200,48,1,55,2009-07-29T00:00:00Z,2.28,3.42,109.45
904526,STRAIGHT BOURBON WHISKIES,Four Roses Single Barrel,184,Four Roses Distillery,750,6,1,100,2009-07-31T00:00:00Z,19.98,29.97,119.87
904527,IMPORTED VODKA,Vox Vodka,65,Jim Beam Brands,1000,6,1,80,2009-05-15T00:00:00Z,17.33,26,104
904528,IMPORTED VODKA,Vampyre Clear Vodka,468,Ti Beverage Group Ltd,750,12,1,80,2009-08-19T00:00:00Z,12.83,19.25,154
904529,IMPORTED DRY GINS,Tanqueray Rangpur,260,Diageo Americas,1750,6,1,82,2009-08-10T00:00:00Z,25,37.5,149.97
904530,IMPORTED VODKA,Svedka Vodka,115,Constellation Wine Company Inc.,200,24,1,80,2009-08-24T00:00:00Z,2.53,3.8,60.8
904531,MISC. IMPORTED CORDIALS & LIQUEURS,Zwack Minis,260,Diageo Americas,502,12,1,80,2009-08-11T00:00:00Z,4.98,7.47,59.78
904532,FLAVORED VODKA,Square One Cucumber Vodka,379,Square One Organic Spirits,750,6,1,80,2009-08-25T00:00:00Z,18,27,108
1841,FLAVORED VODKA,Skyy Rainbow Pack,461,Campari(skyy),750,12,1,70,2003-05-01T00:00:00Z,9.49,14.24,113.84
904533,TEQUILA,Milagro Tequila Anejo Minis,240,William Grant And Sons Inc.,502,120,1,80,2009-08-06T00:00:00Z,2.06,3.09,247.17
904534,SINGLE MALT SCOTCH,Speyburn Single Malt Scotch,276,International Beverage Holdings Usa,750,6,1,86,2009-08-26T00:00:00Z,12.99,19.49,77.96
904535,FLAVORED VODKA,Uv Blue Raspberry  Vodka Glass,380,Phillips Beverage Company,200,24,1,60,2009-05-01T00:00:00Z,1.97,2.96,47.3
904536,IMPORTED VODKA,Three Olives Citrus,395,Proximo,750,12,1,70,2009-05-15T00:00:00Z,9.96,14.94,119.49
904537,BLENDED WHISKIES,Fleischmann's Preferred,55,Sazerac North America,1000,12,1,80,2009-08-20T00:00:00Z,4.76,7.14,57.08
904538,MISC. IMPORTED CORDIALS & LIQUEURS,Opal Nera Sambuca,199,Francoliusa,750,6,1,80,2009-08-28T00:00:00Z,15.45,23.18,92.7
904539,80 PROOF VODKA,Shaker's Original Vodka,322,U.s. Distilled Prod. Co,750,12,1,80,2009-08-28T00:00:00Z,13.39,20.09,160.65
904540,FLAVORED VODKA,Smirnoff Twist Of White Grape Mini,260,Diageo Americas,502,12,1,70,2009-09-03T00:00:00Z,5.72,8.58,68.58
904541,FLAVORED RUM,Bacardi Coco,35,Bacardi U.s.a. Inc.,750,12,1,70,2009-05-01T00:00:00Z,8.33,12.5,99.94
904542,FLAVORED VODKA,Smirnoff Twist Of Melon Mini,260,Diageo Americas,502,12,1,70,2009-09-03T00:00:00Z,5.72,8.58,68.58
904715,IMPORTED VODKA,Zubrowka Bison Grass Vodka DNO,310,Marsalle Company/stoller Warehouse,750,12,1,80,2010-01-20T00:00:00Z,15.26,22.89,183.15
1846,DECANTERS & SPECIALTY PACKAGES,Ketel One Shaker Set,260,Diageo Americas,750,6,1,80,2003-08-01T00:00:00Z,13.47,20.21,80.84
904543,FLAVORED RUM,Rondiaz Vanilla Rum,380,Phillips Beverage Company,750,12,1,42,2009-09-24T00:00:00Z,5.66,8.49,67.9
904544,AMERICAN GRAPE BRANDIES,Korbel Gold Reserve Vsop Brandy,85,Brown-forman Corporation,750,6,1,80,2009-09-30T00:00:00Z,9.48,14.22,56.88
904545,STRAIGHT BOURBON WHISKIES,Jts Brown Bourbon,259,Heaven Hill Distilleries Inc.,750,12,1,80,2009-04-01T00:00:00Z,5.37,8.05,64.4
904546,IMPORTED GRAPE BRANDIES,Metaxa 7 Star,389,Remy Cointreau Usa         .,750,12,1,80,2009-05-15T00:00:00Z,14.99,22.49,179.88
904547,SCOTCH WHISKIES,Buchanan's Red Seal,260,Diageo Americas,750,6,1,80,2009-09-29T00:00:00Z,70.5,105.74,422.97
904548,MISC. IMPORTED CORDIALS & LIQUEURS,Domaine De Canton Ginger Liqueur,259,Heaven Hill Distilleries Inc.,750,6,1,56,2009-10-01T00:00:00Z,18.54,27.81,111.25
904549,FLAVORED VODKA,Burnett's Sweet Tea Vodka,259,Heaven Hill Distilleries Inc.,1000,12,1,60,2009-10-02T00:00:00Z,5.44,8.16,65.3
904550,FLAVORED RUM,Rondiaz Raspberry Rum,380,Phillips Beverage Company,750,12,1,42,2009-09-24T00:00:00Z,5.66,8.49,67.9
904551,FLAVORED VODKA,Smirnoff Twist Of Pomegranate Mini,260,Diageo Americas,502,12,10,70,2009-09-03T00:00:00Z,5.72,8.58,68.58
904552,SINGLE MALT SCOTCH,Ledaig 10 Year,270,International Beverage Co. Inc.,750,6,1,92,2009-10-06T00:00:00Z,34.98,52.47,209.9
185,DECANTERS & SPECIALTY PACKAGES,Bookers Bourbon W/leather Cigar Case,65,Jim Beam Brands,750,6,1,125,1997-10-01T00:00:00Z,26.79,40.19,160.76
904553,AMERICAN COCKTAILS,Seagram's Gin & Juice Tropical Thunder,370,Pernod Ricard Usa/austin Nichols,375,12,1,35,2009-10-07T00:00:00Z,2.4,3.6,28.83
904554,AMERICAN COCKTAILS,Chi Chi's Vanilla Mudslide(dno),55,Sazerac North America,1750,6,1,25,2009-10-07T00:00:00Z,6.49,9.74,38.96
904555,IMPORTED VODKA,Players Extreme Carmel Vodka,257,Heartland Wine And Spirits Group,1000,12,1,70,2009-08-28T00:00:00Z,8.67,13.01,104
904556,MISC. IMPORTED CORDIALS & LIQUEURS,Ouzo #12,461,Campari(skyy),750,12,1,80,2009-10-12T00:00:00Z,10.29,15.44,123.44
904557,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Sex On The Beach Traveler,65,Jim Beam Brands,750,12,1,40,2009-10-13T00:00:00Z,6.03,9.05,72.41
904558,AMERICAN COCKTAILS,Kahlua Rtd White Russian DNO,370,Pernod Ricard Usa/austin Nichols,1750,6,1,25,2009-09-09T00:00:00Z,7.99,11.99,47.94
904559,IMPORTED GRAPE BRANDIES,Torres 20 Hors D'age Brandy,150,Dreyfus Ashby Co.,750,6,1,80,2009-10-16T00:00:00Z,35.5,53.25,213
904606,MISC. IMPORTED CORDIALS & LIQUEURS,Ty Ku Soju,469,Ty Ku Llc,750,6,1,48,2009-11-30T00:00:00Z,17,25.5,102
904560,MISC. IMPORTED CORDIALS & LIQUEURS,St. Germain .750ml,35,Bacardi U.s.a. Inc.,750,6,1,40,2009-10-14T00:00:00Z,19.22,28.83,115.33
904561,IMPORTED GRAPE BRANDIES,Jaques Cardin Vsop Cognac DNO,192,Sidney Frank Importing Co.,750,6,1,80,2009-10-20T00:00:00Z,16.83,25.25,101
1852,DECANTERS & SPECIALTY PACKAGES,Beefeater W/2 Rocks Glasses,370,Pernod Ricard Usa/austin Nichols,1750,6,1,94,2005-08-01T00:00:00Z,21.55,32.33,129.28
904562,AMERICAN DRY GINS,Rogue Pink Spruce Gin,399,Rogue Ales And Spirits,750,12,1,90,2009-10-20T00:00:00Z,19.3,28.94,231.55
904563,IMPORTED SCHNAPPS,Black Haus Blackberry Schnapps,260,Diageo Americas,1000,12,1,80,2009-05-13T00:00:00Z,15,22.5,179.95
904564,MISC. IMPORTED CORDIALS & LIQUEURS,Pernod Anise Liqueur,370,Pernod Ricard Usa/austin Nichols,750,12,1,80,2009-10-20T00:00:00Z,15.99,23.99,191.88
904565,MISC. IMPORTED CORDIALS & LIQUEURS,Cachaca 61,434,Luxco-st Louis,1000,12,1,80,2009-10-01T00:00:00Z,9.9,14.85,118.84
904566,STRAIGHT BOURBON WHISKIES,Ezra Brooks Ksbw 80 Proof,434,Luxco-st Louis,750,12,1,80,2009-04-27T00:00:00Z,5.71,8.57,68.51
904567,TEQUILA,Gran Centenario Rosangel,395,Proximo,750,6,1,80,2009-06-10T00:00:00Z,18.97,28.46,113.81
904568,IMPORTED VODKA,Rue 33 French Vodka,460,Shaw Ross International Importers Ll,1750,6,1,80,2009-10-13T00:00:00Z,16.66,24.99,99.96
904569,TEQUILA,El Jimador Reposado Tequila,85,Brown-forman Corporation,1750,6,1,80,2009-10-20T00:00:00Z,18.5,27.75,110.97
904570,IMPORTED GRAPE BRANDIES,Martell Xo Supreme,370,Pernod Ricard Usa/austin Nichols,750,12,1,80,2009-10-21T00:00:00Z,87.75,131.63,1052.94
904571,MISCELLANEOUS SCHNAPPS,99 Blackberries,55,Sazerac North America,375,24,1,99,2009-07-29T00:00:00Z,4.52,6.78,108.38
1855,DECANTERS & SPECIALTY PACKAGES,Beefeater w/Yeoman Pourer,370,Pernod Ricard Usa/austin Nichols,1750,6,1,94,2013-10-01T00:00:00Z,21.99,32.99,131.94
904572,MISC. AMERICAN CORDIALS & LIQUEURS,Evan Williams Honey Reserve,259,Heaven Hill Distilleries Inc.,750,12,1,70,2009-10-23T00:00:00Z,8,12,96
904573,BLENDED WHISKIES,Rogue Dead Guy Whiskey,399,Rogue Ales And Spirits,750,12,1,90,2009-10-20T00:00:00Z,22.13,33.19,265.55
904574,IMPORTED GRAPE BRANDIES,Don Pedro Reserva Especial Brandy,370,Pernod Ricard Usa/austin Nichols,750,12,1,80,2009-10-30T00:00:00Z,9.49,14.24,113.84
904575,80 PROOF VODKA,Square One Organic Vodka,379,Square One Organic Spirits,750,6,1,80,2009-08-14T00:00:00Z,18,27,108
904576,IMPORTED VODKA,Stoli Vanilla,277,Stoli Group,750,12,1,70,2009-10-26T00:00:00Z,12.8,19.2,153.54
904577,JAMAICA RUM,Myer's Platinum Rum,260,Diageo Americas,1000,12,1,80,2009-06-09T00:00:00Z,10.74,16.11,128.87
904578,SCOTCH WHISKIES,Bruichladdich Resurrection,501,Winebow Inc.,750,6,1,92,2009-04-29T00:00:00Z,43.28,64.92,259.7
904579,CANADIAN WHISKIES,Forty Creek Barrel Select,461,Campari(skyy),1750,6,1,80,2009-10-28T00:00:00Z,23.61,35.42,141.65
904580,MISC. AMERICAN CORDIALS & LIQUEURS,Chateau Monet,298,White Rock Distilleries Inc.,750,12,1,33,2009-11-03T00:00:00Z,10.04,15.06,120.5
904581,COFFEE LIQUEURS,Tia Maria Coffee Liqueur,295,Kobrand Corporation,750,12,1,53,2009-11-03T00:00:00Z,11.8,17.7,141.57
1857,DECANTERS & SPECIALTY PACKAGES,Grey Goose Vodka Pewter Stemmed Martini Glass,35,Bacardi U.s.a. Inc.,750,6,1,80,2003-08-01T00:00:00Z,16.77,25.16,100.6
904582,FLAVORED VODKA,Uv Pink Lemonade Vodka,380,Phillips Beverage Company,200,24,1,60,2009-11-05T00:00:00Z,1.97,2.96,47.3
904583,IRISH WHISKIES,Feckin Spiced Whiskey,322,U.s. Distilled Prod. Co,750,12,1,70,2009-11-05T00:00:00Z,11.79,17.69,141.5
904584,CREAM LIQUEURS,Voyant,485,Bacmar International,750,12,1,25,2009-11-06T00:00:00Z,11.77,17.65,141.2
904585,JAMAICA RUM,Appleton Special White Rum,461,Campari(skyy),750,12,1,80,2009-05-15T00:00:00Z,8.5,12.75,102
904586,CANADIAN WHISKIES,Forty Creek Barrel Select,461,Campari(skyy),1000,12,1,80,2009-10-28T00:00:00Z,14.45,21.68,173.37
904587,TEQUILA,Cabrito Blanco,256,Haas Brothers,1000,12,1,80,2009-05-14T00:00:00Z,10.77,16.16,129.2
904588,TEQUILA,El Jimador Silver Tequila,85,Brown-forman Corporation,1750,6,1,80,2009-10-20T00:00:00Z,18.5,27.75,110.97
904589,FLAVORED RUM,Admiral Nelson Vanilla Rum,259,Heaven Hill Distilleries Inc.,1750,6,1,70,2009-11-03T00:00:00Z,11.5,17.24,68.97
904590,FLAVORED VODKA,Bakon Vodka,394,Black Rock Spirits,750,12,1,80,2009-10-02T00:00:00Z,14.99,22.49,179.9
904591,FLAVORED RUM,Bacardi Dragon Berry Mini,35,Bacardi U.s.a. Inc.,502,120,1,70,2009-11-12T00:00:00Z,0.58,0.87,69.6
18576,DECANTERS & SPECIALTY PACKAGES,Henry Mckenna Special Reserve Jug,259,Heaven Hill Distilleries Inc.,750,6,1,80,1995-10-01T00:00:00Z,11.76,17.64,70.55
904592,FLAVORED VODKA,Uv Grape Vodka,380,Phillips Beverage Company,375,12,1,60,2009-11-05T00:00:00Z,2.82,4.23,33.8
